name,cmc,color_identity,type_line,rarity,power,toughness,keywords,set_type,oracle_text_length,year_released,is_reprint,is_reserved,num_colors,is_creature,is_legendary,card_age_days,edhrec_rank
Thran Weaponry,4.0,,Artifact,rare,,,Echo,expansion,306,1999,False,False,0,False,False,8752,22862
Daring Apprentice,3.0,U,Creature — Human Wizard,rare,1,1,,core,55,2005,True,False,1,True,False,6396,11866
Where Ancients Tread,5.0,R,Enchantment,rare,,,,commander,149,2013,True,False,1,False,False,3379,5663
Draugr Necromancer,4.0,B,Snow Creature — Zombie Cleric,rare,4,4,,expansion,296,2021,False,False,1,True,False,726,3585
Call of the Herd,3.0,G,Sorcery,rare,,,Flashback,duel_deck,144,2017,True,False,1,False,False,2133,15059
Redirect,2.0,U,Instant,rare,,,,core,44,2012,True,False,1,False,False,3855,6560
Planar Portal,6.0,,Artifact,rare,,,,core,85,2003,True,False,0,False,False,7128,9051
Archfiend of the Dross,4.0,B,Creature — Phyrexian Demon,rare,6,6,Flying,expansion,299,2023,False,False,1,True,False,-2,14305
Abeyance,2.0,W,Instant,rare,,,,expansion,152,1997,False,True,1,False,False,9368,9807
Dregs of Sorrow,5.0,B,Sorcery,rare,,,,commander,50,2014,True,False,1,False,False,3008,10866
Soul-Scar Mage,1.0,R,Creature — Human Wizard,rare,1,2,Prowess,expansion,150,2017,False,False,1,True,False,2105,7932
Borborygmos,7.0,"G,R",Legendary Creature — Cyclops,rare,6,7,Trample,expansion,111,2006,False,False,2,True,True,6207,11054
Shield Broker,5.0,U,Creature — Cephalid Advisor,rare,3,4,,commander,279,2022,False,False,1,True,False,278,10042
Caldaia Guardian,4.0,G,Creature — Human Soldier,rare,4,3,Blitz,commander,317,2022,False,False,1,True,False,278,9719
Flamekin Herald,3.0,R,Creature — Elemental Wizard,rare,3,2,,draft_innovation,284,2020,False,False,1,True,False,803,4795
Spellweaver Helix,3.0,,Artifact,rare,,,Imprint,expansion,314,2003,False,False,0,False,False,7062,10721
Machine God's Effigy,4.0,U,Artifact,rare,,,,commander,189,2022,False,False,1,False,False,75,6565
Purify,5.0,W,Sorcery,rare,,,,core,39,2001,True,False,1,False,False,7966,17538
Sparring Regimen,3.0,W,Enchantment,rare,,,Learn,expansion,258,2021,False,False,1,False,False,649,8501
Beacon of Creation,4.0,G,Sorcery,rare,,,,expansion,122,2004,False,False,1,False,False,6816,6884
Hateflayer,7.0,R,Creature — Elemental,rare,5,5,Wither,expansion,168,2008,False,False,1,True,False,5304,10095
Getaway Car,3.0,,Artifact — Vehicle,rare,4,3,"Haste,Crew",expansion,131,2022,False,False,0,False,False,278,11937
Mold Demon,7.0,B,Creature — Fungus Demon,rare,6,6,,expansion,85,1994,False,True,1,True,False,10472,24093
Killer Service,3.0,G,Enchantment,rare,,,,commander,330,2022,False,False,1,False,False,278,7580
Blood Sun,3.0,R,Enchantment,rare,,,,expansion,103,2018,False,False,1,False,False,1839,9655
Shattergang Brothers,4.0,"B,G,R",Legendary Creature — Goblin Artificer,rare,3,3,,masters,222,2022,True,False,3,True,True,208,9174
Empowered Autogenerator,4.0,,Artifact,rare,,,,commander,206,2019,False,False,0,False,False,1258,3583
Ripjaw Raptor,4.0,G,Creature — Dinosaur,rare,4,5,Enrage,box,61,2019,True,False,1,True,False,1174,2712
Treacherous Trapezist,3.0,U,Creature — Porcupine Performer,rare,2,3,"Scry,Flying",funny,216,2022,False,False,1,True,False,117,24585
Belbe's Portal,5.0,,Artifact,rare,,,,expansion,159,2000,False,False,0,False,False,8388,5460
Secure the Wastes,1.0,W,Instant,rare,,,,expansion,43,2015,False,False,1,False,False,2868,1725
Valakut Exploration,3.0,R,Enchantment,rare,,,Landfall,expansion,354,2020,False,False,1,False,False,859,950
Djinn of Wishes,5.0,U,Creature — Djinn,rare,4,4,Flying,commander,246,2018,True,False,1,True,False,1637,9715
Gelatinous Cube,4.0,B,Creature — Ooze,rare,4,3,,expansion,269,2021,False,False,1,True,False,558,8979
Sceptre of Eternal Glory,4.0,,Legendary Artifact,rare,,,,commander,138,2022,False,False,0,False,True,117,3608
Evolutionary Leap,2.0,G,Enchantment,rare,,,,commander,193,2022,True,False,1,False,False,278,1866
Glasspool Mimic // Glasspool Shore,3.0,U,Creature — Shapeshifter Rogue // Land,rare,,,,expansion,0,2020,False,False,1,True,False,859,696
Dragon Roost,6.0,R,Enchantment,rare,,,,core,126,2007,True,False,1,False,False,5682,15563
Aethersquall Ancient,7.0,U,Creature — Leviathan,rare,6,6,Flying,expansion,191,2016,False,False,1,True,False,2315,8513
"Llawan, Cephalid Empress",4.0,U,Legendary Creature — Cephalid Noble,rare,2,3,,expansion,174,2002,False,False,1,True,True,7667,10663
Let the Galaxy Burn,6.0,R,Sorcery,rare,,,Cascade,commander,344,2022,False,False,1,False,False,117,9836
Hostile Takeover,5.0,"B,R,U",Sorcery,rare,,,,expansion,216,2022,False,False,3,False,False,278,14436
Personal Incarnation,6.0,W,Creature — Avatar Incarnation,rare,6,6,,masters,245,2011,True,False,1,True,False,4405,22545
Decree of Justice,4.0,W,Sorcery,rare,,,Cycling,commander,216,2020,True,False,1,False,False,1020,4293
Darksteel Garrison,2.0,,Artifact — Fortification,rare,,,Fortify,expansion,294,2007,False,False,0,False,False,5752,12755
Grafted Identity,4.0,U,Enchantment — Aura,rare,,,Enchant,expansion,143,2021,False,False,1,False,False,495,10794
Tooth of Ramos,3.0,W,Artifact,rare,,,,expansion,48,1999,False,False,1,False,False,8521,13486
Joraga Warcaller,1.0,G,Creature — Elf Warrior,rare,1,1,Multikicker,commander,279,2017,True,False,1,True,False,2063,2809
Living Plane,4.0,G,World Enchantment,rare,,,,masters,49,2009,True,True,1,False,False,4895,10762
Last Laugh,4.0,B,Enchantment,rare,,,,expansion,212,2002,False,False,1,False,False,7667,12582
Permeating Mass,1.0,G,Creature — Spirit,rare,1,3,,expansion,108,2016,False,False,1,True,False,2385,13058
Cloud Cover,4.0,"U,W",Enchantment,rare,,,,expansion,152,2001,False,False,2,False,False,8031,11856
"Preston, the Vanisher",4.0,W,Legendary Creature — Rabbit Wizard,rare,2,5,,draft_innovation,243,2022,False,False,1,True,True,61,6183
Dreadbore,2.0,"B,R",Sorcery,rare,,,,archenemy,40,2017,True,False,2,False,False,2056,2079
Comeuppance,4.0,W,Instant,rare,,,,commander,346,2014,False,False,1,False,False,3008,4264
Sunrise Sovereign,6.0,R,Creature — Giant Warrior,rare,5,5,,commander,61,2018,True,False,1,True,False,1699,8347
Champion of the Perished,1.0,B,Creature — Zombie,rare,1,1,,expansion,115,2021,False,False,1,True,False,495,2253
Merchant's Dockhand,1.0,U,Artifact Creature — Construct,rare,1,2,,expansion,179,2017,False,False,1,True,False,2203,11873
Mystifying Maze,0.0,,Land,rare,,,,commander,179,2017,True,False,0,False,False,1986,3960
March of Progress,3.0,U,Sorcery,rare,,,Overload,commander,259,2022,False,False,1,False,False,75,6682
Weathered Sentinels,3.0,,Artifact Creature — Wall,rare,2,5,"Reach,Vigilance,Trample,Defender",commander,245,2022,False,False,0,True,False,278,5374
Ghitu Fire,1.0,R,Sorcery,rare,,,,expansion,173,2000,False,False,1,False,False,8157,17517
"Varchild, Betrayer of Kjeldor",3.0,R,Legendary Creature — Human Knight,rare,3,3,,commander,306,2018,False,False,1,True,True,1637,3504
Adarkar Wastes,0.0,"U,W",Land,rare,,,,expansion,72,2022,True,False,2,False,False,145,646
Resilient Khenra,2.0,G,Creature — Jackal Wizard,rare,2,2,Eternalize,expansion,341,2017,False,False,1,True,False,2028,19134
"Vish Kal, Blood Arbiter",7.0,"B,W",Legendary Creature — Vampire,rare,5,5,"Flying,Lifelink",masters,258,2020,True,False,2,True,True,908,8934
Lifecrafter's Bestiary,3.0,G,Artifact,rare,,,Scry,commander,117,2022,True,False,1,False,False,278,543
"Keiga, the Tide Star",6.0,U,Legendary Creature — Dragon Spirit,rare,5,5,Flying,draft_innovation,71,2022,True,False,1,True,True,236,3057
Fires of Invention,4.0,R,Enchantment,rare,,,,expansion,216,2019,False,False,1,False,False,1216,5956
Song of the Worldsoul,6.0,W,Enchantment,rare,,,Populate,commander,100,2019,False,False,1,False,False,1258,3613
Harbinger of the Tides,2.0,U,Creature — Merfolk Wizard,rare,2,2,,duel_deck,276,2017,True,False,1,True,False,1926,6031
Surgehacker Mech,4.0,,Artifact — Vehicle,rare,5,5,"Crew,Menace",expansion,182,2022,False,False,0,False,False,348,3033
Marionette Master,6.0,B,Creature — Human Artificer,rare,1,3,Fabricate,commander,291,2021,True,False,1,True,False,558,738
"Venser, Corpse Puppet",2.0,"B,U",Legendary Creature — Phyrexian Zombie Wizard,rare,1,3,"Lifelink,Toxic,Proliferate",expansion,296,2023,False,False,2,True,True,-2,13245
"Urza, Prince of Kroog",4.0,"U,W",Legendary Creature — Human Artificer,rare,2,3,,expansion,174,2022,False,False,2,True,True,75,5309
"Skullbriar, the Walking Grave",2.0,"B,G",Legendary Creature — Zombie Elemental,rare,1,1,Haste,masters,197,2022,True,False,2,True,True,208,5890
Tranquil Grove,2.0,G,Enchantment,rare,,,,core,42,1999,True,False,1,False,False,8687,14523
Savannah,0.0,"G,W",Land — Forest Plains,rare,,,,masters,22,2014,True,True,2,False,False,3152,515
Klauth's Will,3.0,"G,R",Instant,rare,,,,commander,234,2021,False,False,2,False,False,558,2295
Repeating Barrage,3.0,R,Sorcery,rare,,,Raid,expansion,165,2017,False,False,1,False,False,1951,17521
Final Punishment,5.0,B,Sorcery,rare,,,,core,84,2005,True,False,1,False,False,6396,17560
Stinging Study,5.0,B,Instant,rare,,,,commander,129,2021,False,False,1,False,False,649,1455
Ophiomancer,3.0,B,Creature — Human Shaman,rare,2,2,,arsenal,115,2022,True,False,1,True,False,369,1264
Arashin Foremost,3.0,W,Creature — Human Warrior,rare,2,2,Double strike,expansion,157,2015,False,False,1,True,False,2868,10656
Day of the Dragons,7.0,U,Enchantment,rare,,,,commander,297,2021,True,False,1,False,False,726,9307
Mask of Griselbrand,3.0,B,Legendary Artifact — Equipment,rare,,,Equip,expansion,152,2021,False,False,1,False,True,495,2322
Dark Prophecy,3.0,B,Enchantment,rare,,,,core,74,2013,False,False,1,False,False,3484,2337
"Vilis, Broker of Blood",8.0,B,Legendary Creature — Demon,rare,8,8,Flying,core,145,2019,False,False,1,True,True,1300,661
Stigma Lasher,2.0,R,Creature — Elemental Shaman,rare,2,2,Wither,expansion,173,2008,False,False,1,True,False,5304,8090
Voidslime,3.0,"G,U",Instant,rare,,,,expansion,98,2006,False,False,2,False,False,6116,3665
Ashen Firebeast,8.0,R,Creature — Elemental Beast,rare,6,6,,expansion,71,2001,False,False,1,True,False,7793,20592
"Avacyn, Guardian Angel",5.0,W,Legendary Creature — Angel,rare,5,4,"Flying,Vigilance",core,274,2014,False,False,1,True,True,3120,9622
Increasing Ambition,5.0,B,Sorcery,rare,,,Flashback,expansion,298,2012,False,False,1,False,False,4016,5759
Dwarven Shrine,3.0,R,Enchantment,rare,,,,expansion,167,2001,False,False,1,False,False,7793,23266
Silent Assassin,2.0,B,Creature — Human Mercenary Assassin,rare,2,1,,expansion,58,1999,False,False,1,True,False,8521,16248
Night of Souls' Betrayal,4.0,B,Legendary Enchantment,rare,,,,masters,24,2017,True,False,1,False,True,1902,9985
Bygone Bishop,3.0,W,Creature — Spirit Cleric,rare,2,3,"Flying,Investigate",draft_innovation,171,2022,True,False,1,True,False,236,2917
Tsabo's Web,2.0,,Artifact,rare,,,,expansion,165,2000,False,False,0,False,False,8157,12274
Kindred Charge,6.0,R,Sorcery,rare,,,,commander,195,2017,False,False,1,False,False,1986,4444
Beacon of Unrest,5.0,B,Sorcery,rare,,,,masters,145,2020,True,False,1,False,False,908,2136
Return of the Nightstalkers,7.0,B,Sorcery,rare,,,,starter,116,1998,False,False,1,False,False,8988,24006
Sword of the Meek,2.0,,Artifact — Equipment,rare,,,Equip,masters,212,2020,True,False,0,False,False,908,3983
Smuggler's Copter,2.0,,Artifact — Vehicle,rare,3,3,"Flying,Crew",commander,238,2022,True,False,0,False,False,348,1184
Laccolith Titan,7.0,R,Creature — Beast,rare,6,6,,expansion,171,2000,False,False,1,True,False,8388,22753
Meletis Charlatan,3.0,U,Creature — Human Wizard,rare,2,3,,expansion,122,2013,False,False,1,True,False,3414,12467
Arcbound Reclaimer,4.0,,Artifact Creature — Golem,rare,0,0,Modular,expansion,270,2004,False,False,0,True,False,6935,5266
Immortal Phoenix,6.0,R,Creature — Phoenix,rare,5,3,Flying,core,140,2019,True,False,1,True,False,1300,10998
"Razia, Boros Archangel",8.0,"R,W",Legendary Creature — Angel,rare,6,3,"Flying,Vigilance,Haste",planechase,153,2009,True,False,2,True,True,4898,12901
"Urborg, Tomb of Yawgmoth",0.0,,Legendary Land,rare,,,,masters,57,2021,True,False,0,False,True,684,50
The Tabernacle at Pendrell Vale,0.0,,Legendary Land,rare,,,,masters,95,2009,True,True,0,False,True,4895,6601
Verge Rangers,3.0,W,Creature — Human Scout Ranger,rare,3,3,First strike,commander,251,2020,False,False,1,True,False,1020,3527
Herald of Leshrac,7.0,B,Creature — Avatar,rare,2,4,"Cumulative upkeep,Flying",expansion,399,2006,False,False,1,True,False,6039,8720
Feasting Troll King,6.0,G,Creature — Troll Noble,rare,7,6,"Vigilance,Trample",expansion,325,2019,False,False,1,True,False,1216,6445
Increasing Vengeance,2.0,R,Instant,rare,,,Flashback,commander,268,2019,True,False,1,False,False,1258,1337
Sphere of Annihilation,1.0,B,Artifact,rare,,,,expansion,368,2021,False,False,1,False,False,558,11089
Charging Cinderhorn,4.0,R,Creature — Elemental Ox,rare,4,2,Haste,commander,225,2016,False,False,1,True,False,2273,12730
Gladehart Cavalry,7.0,G,Creature — Elf Knight,rare,6,6,Support,duel_deck,206,2018,True,False,1,True,False,1762,12425
Breaking Wave,4.0,U,Sorcery,rare,,,,expansion,209,2000,False,False,1,False,False,8157,12862
Blood Clock,4.0,,Artifact,rare,,,,expansion,130,2005,False,False,0,False,False,6452,10845
Mazemind Tome,2.0,,Artifact,rare,,,Scry,core,207,2020,False,False,0,False,False,943,5244
Pia and Kiran Nalaar,4.0,R,Legendary Creature — Human Artificer,rare,2,2,,duel_deck,202,2018,True,False,1,True,True,1762,5140
Cosmic Epiphany,6.0,U,Sorcery,rare,,,,expansion,78,2022,False,False,1,False,False,145,12558
Nemesis of Reason,5.0,"B,U",Creature — Leviathan Horror,rare,3,7,Mill,draft_innovation,69,2022,True,False,2,True,False,236,2764
"Emry, Lurker of the Loch",3.0,U,Legendary Creature — Merfolk Wizard,rare,1,2,Mill,commander,274,2022,True,False,1,True,True,348,755
Siegehorn Ceratops,2.0,"G,W",Creature — Dinosaur,rare,2,2,Enrage,expansion,133,2018,False,False,2,True,False,1839,7101
Phyresis Outbreak,3.0,B,Sorcery,rare,,,,commander,151,2023,False,False,1,False,False,-2,6525
Spectral Shift,2.0,U,Instant,rare,,,Entwine,expansion,352,2004,False,False,1,False,False,6816,14904
Inferno,7.0,R,Instant,rare,,,,core,56,2003,True,False,1,False,False,7128,11680
Worthy Knight,2.0,W,Creature — Human Knight,rare,2,2,,expansion,74,2019,False,False,1,True,False,1216,8155
Spectator Seating,0.0,"R,W",Land,rare,,,,draft_innovation,107,2020,False,False,2,False,False,803,193
Stone Idol Trap,6.0,R,Instant — Trap,rare,,,,expansion,183,2010,False,False,1,False,False,4744,17883
Serra's Guardian,6.0,W,Creature — Angel,rare,5,5,"Flying,Vigilance",core,183,2019,True,False,1,True,False,1300,5638
Primordial Mist,5.0,U,Enchantment,rare,,,Manifest,commander,344,2018,False,False,1,False,False,1637,7065
Embodiment of Agonies,3.0,B,Creature — Demon,rare,0,0,"Deathtouch,Flying",core,220,2019,False,False,1,True,False,1300,7749
Alabaster Dragon,6.0,W,Creature — Dragon,rare,4,4,Flying,expansion,71,1997,True,False,1,True,False,9368,18810
Pygmy Hippo,2.0,"G,U",Creature — Hippo,rare,2,2,,expansion,348,1997,False,True,2,True,False,9494,17571
Icatian Skirmishers,4.0,W,Creature — Human Soldier,rare,1,1,"First strike,Banding",expansion,444,1994,False,True,1,True,False,10319,18716
Rowan's Stalwarts,5.0,R,Creature — Human Knight,rare,5,2,,expansion,219,2019,False,False,1,True,False,1216,20653
Blood-Chin Fanatic,3.0,B,Creature — Orc Warrior,rare,3,3,,expansion,135,2015,False,False,1,True,False,2868,13691
Veldt,0.0,"G,W",Land,rare,,,,expansion,206,1995,False,True,2,False,False,10105,21520
Sterling Grove,2.0,"G,W",Enchantment,rare,,,,draft_innovation,221,2021,True,False,2,False,False,593,711
"Ink-Eyes, Servant of Oni",6.0,B,Legendary Creature — Rat Ninja,rare,5,4,Ninjutsu,planechase,352,2016,True,False,1,True,True,2259,2548
Loxodon Smiter,3.0,"G,W",Creature — Elephant Soldier,rare,4,4,,expansion,182,2012,False,False,2,True,False,3771,14968
Zurgo Bellstriker,1.0,R,Legendary Creature — Orc Warrior,rare,2,2,Dash,expansion,246,2015,False,False,1,True,True,2868,9530
Horizon Stone,5.0,,Artifact,rare,,,,draft_innovation,68,2020,False,False,0,False,False,803,2238
Engulf the Shore,4.0,U,Instant,rare,,,,box,115,2019,True,False,1,False,False,1174,2720
Minion of Tevesh Szat,7.0,B,Creature — Demon Minion,rare,4,4,,masters,150,2011,True,True,1,True,False,4405,22710
Scuttling Doom Engine,6.0,,Artifact Creature — Construct,rare,6,6,,commander,160,2018,True,False,0,True,False,1637,6971
Skyclave Shade,2.0,B,Creature — Shade,rare,3,1,"Kicker,Landfall",commander,304,2022,True,False,1,True,False,278,6492
Molten Firebird,5.0,R,Creature — Phoenix,rare,2,2,Flying,expansion,191,2007,False,False,1,True,False,5843,16733
Kessig Wolf Run,0.0,"G,R",Land,rare,,,,draft_innovation,93,2022,True,False,2,False,False,236,407
Orb of Dreams,3.0,,Artifact,rare,,,,expansion,40,2005,False,False,0,False,False,6571,10069
Instrument of the Bards,1.0,G,Legendary Artifact,rare,,,,expansion,331,2021,False,False,1,False,True,558,5668
High Priest of Penance,2.0,"B,W",Creature — Human Cleric,rare,1,1,,draft_innovation,90,2022,True,False,2,True,False,236,5618
Venser's Journal,5.0,,Artifact,rare,,,,commander,107,2021,True,False,0,False,False,649,1279
Faces of the Past,3.0,U,Enchantment,rare,,,,expansion,153,2003,False,False,1,False,False,7191,12025
Champion Lancer,6.0,W,Creature — Human Knight,rare,3,3,,masters,71,2011,True,False,1,True,False,4405,23808
Mistform Skyreaver,7.0,U,Creature — Illusion,rare,6,6,Flying,expansion,90,2002,False,False,1,True,False,7422,23560
Anje's Ravager,3.0,R,Creature — Vampire Berserker,rare,3,3,Madness,commander,257,2021,True,False,1,True,False,439,4075
Skyclave Apparition,3.0,W,Creature — Kor Spirit,rare,2,2,,expansion,308,2020,False,False,1,True,False,859,998
Patron of the Nezumi,7.0,B,Legendary Creature — Spirit,rare,6,6,Offering,commander,280,2018,True,False,1,True,True,1699,9297
Alchemist's Refuge,0.0,"G,U",Land,rare,,,,expansion,82,2012,False,False,2,False,False,3925,934
Lodestone Golem,4.0,,Artifact Creature — Golem,rare,5,3,,masters,41,2015,True,False,0,True,False,2812,4030
Deathrite Shaman,1.0,"B,G",Creature — Elf Shaman,rare,1,2,,masters,237,2016,True,False,2,True,False,2427,384
Stormscape Master,4.0,"B,U,W",Creature — Human Wizard,rare,2,2,,expansion,155,2000,False,False,3,True,False,8157,22554
Sram's Expertise,4.0,W,Sorcery,rare,,,,expansion,150,2017,False,False,1,False,False,2203,4990
Thought Gorger,4.0,B,Creature — Horror,rare,2,2,Trample,expansion,221,2010,False,False,1,True,False,4667,14726
Insult // Injury,6.0,R,Sorcery // Sorcery,rare,,,Aftermath,expansion,0,2017,False,False,1,False,False,2105,3513
Abbot of Keral Keep,2.0,R,Creature — Human Monk,rare,2,1,Prowess,masters,220,2022,True,False,1,True,False,208,9629
Mass Mutiny,5.0,R,Sorcery,rare,,,,planechase,158,2016,True,False,1,False,False,2259,5005
Vexing Beetle,5.0,G,Creature — Insect,rare,3,3,,expansion,99,2003,False,False,1,True,False,7303,22590
Divining Witch,2.0,B,Creature — Human Spellshaper,rare,1,1,,expansion,256,2000,False,False,1,True,False,8388,10439
Scarblade Elite,2.0,B,Creature — Elf Assassin,rare,2,2,,expansion,73,2008,False,False,1,True,False,5479,12827
Grave Betrayal,7.0,B,Enchantment,rare,,,,expansion,244,2012,False,False,1,False,False,3771,2394
Jokulhaups,6.0,R,Sorcery,rare,,,,masters,71,2007,True,False,1,False,False,5623,5760
Stasis,2.0,U,Enchantment,rare,,,,masters,101,2011,True,False,1,False,False,4405,4722
Rotting Regisaur,3.0,B,Creature — Zombie Dinosaur,rare,7,6,,core,48,2019,False,False,1,True,False,1300,5504
Hammer of Purphoros,3.0,R,Legendary Enchantment Artifact,rare,,,,expansion,130,2013,False,False,1,False,True,3414,1691
Author of Shadows,5.0,B,Creature — Shade Warlock,rare,3,3,,commander,254,2021,False,False,1,True,False,649,4095
Smelting Vat,4.0,,Artifact,rare,,,,commander,302,2022,False,False,0,False,False,75,8757
Mystic Might,1.0,U,Enchantment — Aura,rare,,,"Enchant,Cumulative upkeep",expansion,271,1995,False,True,1,False,False,10105,24299
Deep Gnome Terramancer,2.0,W,Creature — Gnome Wizard,rare,2,2,"Mold Earth,Flash",draft_innovation,243,2022,False,False,1,True,False,236,1481
Phantom Nantuko,3.0,G,Creature — Insect Spirit,rare,0,0,Trample,commander,233,2017,True,False,1,True,False,2063,10202
Ashen Powder,4.0,B,Sorcery,rare,,,,core,94,1999,True,False,1,False,False,8687,13562
Predators' Hour,2.0,B,Sorcery,rare,,,,commander,317,2021,False,False,1,False,False,439,5233
Patron of the Orochi,8.0,G,Legendary Creature — Spirit,rare,7,7,Offering,expansion,280,2005,False,False,1,True,True,6571,8795
Underworld Sentinel,5.0,B,Creature — Skeleton Soldier,rare,4,5,,expansion,167,2020,False,False,1,True,False,1104,10021
Hypnotic Specter,3.0,B,Creature — Specter,rare,2,2,Flying,core,100,2009,True,False,1,True,False,4947,5649
Doomwake Giant,5.0,B,Enchantment Creature — Giant,rare,4,6,Constellation,commander,167,2015,True,False,1,True,False,2637,1820
Hostile Negotiations,4.0,B,Instant,rare,,,,expansion,353,2022,False,False,1,False,False,75,5105
Increasing Devotion,5.0,W,Sorcery,rare,,,Flashback,commander,225,2020,True,False,1,False,False,1020,1916
Reverse the Sands,8.0,W,Sorcery,rare,,,,commander,98,2016,True,False,1,False,False,2273,9411
Painter's Servant,2.0,,Artifact Creature — Scarecrow,rare,1,3,,expansion,181,2008,False,False,0,True,False,5388,5258
Spellpyre Phoenix,5.0,R,Creature — Phoenix,rare,4,2,Flying,commander,293,2020,False,False,1,True,False,1020,9881
Ventifact Bottle,3.0,,Artifact,rare,,,,expansion,275,1996,False,True,0,False,False,9612,20197
Exalted Angel,6.0,W,Creature — Angel,rare,4,5,"Flying,Morph",expansion,191,2002,False,False,1,True,False,7422,14071
Shivan Phoenix,6.0,R,Creature — Phoenix,rare,3,4,Flying,expansion,75,1999,False,False,1,True,False,8752,13566
Smothering Abomination,4.0,B,Creature — Eldrazi,rare,4,3,"Flying,Devoid",expansion,142,2015,False,False,1,True,False,2679,1533
Corrosion,3.0,"B,R",Enchantment,rare,,,Cumulative upkeep,expansion,502,1997,False,True,2,False,False,9494,17937
Trailblazer,4.0,G,Instant,rare,,,,expansion,43,1995,False,True,1,False,False,10105,20893
Metamorphic Alteration,2.0,U,Enchantment — Aura,rare,,,Enchant,core,138,2018,False,False,1,False,False,1664,9248
False Prophet,4.0,W,Creature — Human Cleric,rare,2,2,,commander,45,2011,True,False,1,True,False,4247,12271
Ritual of the Machine,4.0,B,Sorcery,rare,,,,masters,118,2008,True,True,1,False,False,5245,12081
Disrupting Scepter,3.0,,Artifact,rare,,,,core,72,2005,True,False,0,False,False,6396,18672
Castle Garenbrig,0.0,G,Land,rare,,,,expansion,199,2019,False,False,1,False,False,1216,485
Avatar of Might,8.0,G,Creature — Avatar,rare,8,8,Trample,core,197,2007,True,False,1,True,False,5682,14201
Engineered Explosives,0.0,,Artifact,rare,,,Sunburst,masters,257,2020,True,False,0,False,False,908,8899
Pack Leader,2.0,W,Creature — Dog,rare,2,2,,core,140,2020,False,False,1,True,False,943,4534
Wall of Wonder,4.0,U,Creature — Wall,rare,1,5,Defender,core,153,2001,True,False,1,True,False,7966,21374
Fatal Lore,4.0,B,Sorcery,rare,,,,expansion,176,1996,False,True,1,False,False,9732,18240
Pixie Queen,4.0,G,Creature — Faerie,rare,1,1,Flying,expansion,70,1994,False,True,1,True,False,10472,23471
Attrition,3.0,B,Enchantment,rare,,,,commander,60,2011,True,False,1,False,False,4247,3152
Retriever Phoenix,4.0,R,Creature — Phoenix,rare,2,2,"Flying,Haste,Learn",expansion,337,2021,False,False,1,True,False,649,15951
"Malcator, Purity Overseer",3.0,"U,W",Legendary Creature — Phyrexian Elephant Wizard,rare,1,1,,expansion,298,2023,False,False,2,True,True,-2,15353
Coralhelm Chronicler,3.0,U,Creature — Merfolk Wizard,rare,2,2,,expansion,310,2020,False,False,1,True,False,859,13062
Windreader Sphinx,7.0,U,Creature — Sphinx,rare,3,7,Flying,draft_innovation,68,2020,True,False,1,True,False,929,3806
Second Harvest,4.0,G,Instant,rare,,,,commander,75,2019,True,False,1,False,False,1258,528
Flowstone Slide,4.0,R,Sorcery,rare,,,,core,42,2007,True,False,1,False,False,5682,18511
Mighty Servant of Leuk-o,3.0,,Artifact — Vehicle,rare,6,6,"Crew,Trample,Ward",draft_innovation,258,2022,False,False,0,False,False,236,5931
Jace's Mindseeker,6.0,U,Creature — Fish Illusion,rare,4,4,"Flying,Mill",duel_deck,174,2014,True,False,1,True,False,3246,7943
Komainu Battle Armor,3.0,R,Artifact Creature — Equipment Dog,rare,2,2,"Goad,Menace,Reconfigure",commander,337,2022,False,False,1,True,False,348,3197
Chromescale Drake,9.0,U,Creature — Drake,rare,3,4,"Flying,Affinity",expansion,277,2004,False,False,1,True,False,6935,17621
Wildcall,2.0,G,Sorcery,rare,,,Manifest,expansion,218,2015,False,False,1,False,False,2931,17679
Stormfist Crusader,2.0,"B,R",Creature — Human Knight,rare,2,2,Menace,expansion,82,2019,False,False,2,True,False,1216,2612
Throne of Makindi,0.0,,Land,rare,,,,expansion,194,2020,False,False,0,False,False,859,10385
The First Iroan Games,3.0,G,Enchantment — Saga,rare,,,,expansion,379,2020,False,False,1,False,False,1104,5801
Raven Guild Master,3.0,U,Creature — Human Wizard Mutant,rare,1,1,Morph,expansion,238,2003,False,False,1,True,False,7191,12166
Dual Nature,6.0,G,Enchantment,rare,,,,expansion,306,2000,False,False,1,False,False,8276,13597
Sporocyst,1.0,G,Creature — Tyranid,rare,0,0,"Spore Chimney,Ravenous,Defender",commander,289,2022,False,False,1,True,False,117,5112
Tidal Kraken,8.0,U,Creature — Kraken,rare,6,6,,core,30,2005,True,False,1,True,False,6396,10889
Nurgle's Conscription,5.0,B,Instant,rare,,,,commander,137,2022,False,False,1,False,False,117,9345
Badlands,0.0,"B,R",Land — Swamp Mountain,rare,,,,masters,22,2014,True,True,2,False,False,3152,430
"Lu Su, Wu Advisor",5.0,U,Legendary Creature — Human Advisor,rare,1,2,,starter,80,1999,False,False,1,True,True,8611,22536
Brokers Ascendancy,3.0,"G,U,W",Enchantment,rare,,,,expansion,139,2022,False,False,3,False,False,278,2601
Time Sieve,2.0,"B,U",Artifact,rare,,,,masters,65,2020,True,False,2,False,False,908,2143
Life from the Loam,2.0,G,Sorcery,rare,,,"Dredge,Mill",masters,203,2018,True,False,1,False,False,1517,839
Unstable Hulk,3.0,R,Creature — Goblin Mutant,rare,2,2,Morph,expansion,236,2003,False,False,1,True,False,7303,23339
